"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9.4319740700862,28.6000011706788,8.83227780288267,1.41411799339429,11.2297148272859,5.35740324748592,13.8263195471281,3.92498381999467,21.3905283926492,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.71088679128353,nan,nan
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.40000121865044,0.0,4.20000142853745,6.00000216509061,3.49999949008624,2.90000174246859,4.08274863510718,6.12889047765088,0.0416214618374653,-3.45009868500253,0.991359302044742,-5.83828073313141,-23.9834174420578,1.33936343647991,15.0000000288634,13.5443697551026,7.27427735460373,4.69114645093552,2.18148971840458,3.05462423430785,4.2059985561951,13.6656887608562,2.99000000000001,10.9500000059465,15.0299999905513,11.549999997879,14.0100000086059,11.1699999942146,0.860000002152788,4.39837593810763,3.47205314798103,8.54210707584141,4.95461303112738,4.82255926962156,0.943571561325001,-2.58004964404932,-0.147212941085755,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04472652391918,1.00128936028298,nan,nan
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.74563529228122,2.94859680118948,1.10493826195044,-1.25159664405811,1.78064395924903,5.63724317852112,-0.787842654927246,-1.42003965566391,9.83654897187228,-9.57564016993415,-28.0021416559099,-7.18711091500037,9.5594116849315,8.30286659699671,13.322333321684,9.09999943646361,-10.9199840781391,8.82942375839806,12.8908036407763,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.06256753999989,-3.31371614712083,8.96955339178935,4.82668831434437,3.93662525742167,nan,nan
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.64946535556467,8.14974352749283,7.78846724532318,5.61878962739297,0.54220566972954,3.30378705328451,2.83857556906837,1.46300016981581,0.0415572233591206,2.20872761148199,-0.132474492519691,1.2464611381716,1.77011827083456,1.7846866722919,2.32143303428465,3.25332182847531,5.54712216113352,5.09432619448408,4.82703427244309,3.78138754899436,2.54600353080194,0.929214040125956,-1.03148438999895,2.3831822482118,2.75750161326249,4.64973866754707,9.06767205144135,3.19479339289236,4.0990789217793,3.52836236122388,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.0080697534113909,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,nan,nan
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.612377853309,39.0796375886666,76.6201550367608,14.4980412677649,6.22740138862785,16.52685650611,21.4393301703121,-1.58960331985861,20.9235730768488,23.8747749106529,4.65917667398332,-6.7193161856808,-4.74582069985286,4.01695127951223,-3.59447651738608,-14.9581365646216,3.38198170911019,-2.61890770379125,12.337891282123,18.3279855336306,0.860081947717788,3.34494485849439,1.26119094566637,6.89614855343777,6.68788645972637,5.79840406919965,8.1903986491688,0.291994342094142,2.90221363963286,10.852704215378,1.39908503706675,2.43345681089617,8.80054081355328,9.56643663767056,4.85514119553352,9.83731976923958,3.18439017324607,3.19183627331816,-5.24292190385027,1.60285004844802,6.21612181337187,1.82448078870188,5.05555965425988,4.16569184256178,6.78677287945216,5.56149075496799,0.735068713165646,1.31391388141118,1.10834813893099,-4.95705243652739,4.35475529921305,7.50969703221836,3.61870653547174,nan,nan
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,5.42784287621933,-0.852021521903339,-5.30819682539126,10.1302976615431,10.5694333376394,-0.659726170629824,3.19199662339177,4.82250077932424,9.67952601078326,3.04564331917115,5.65813108184925,1.62841651825939,2.81175403849035,5.5338043957736,-0.0284121037110907,-2.01825151683394,6.93414775653342,-4.50612480201359,10.2227634638681,1.51878394990179,-5.18978914135593,-0.735659159103619,4.34909327926756,1.57073870182023,-5.18902435343904,6.15337706275693,2.70486882770558,-1.08993334133791,-7.15694965597953,-2.46721377810472,9.13311056738961,7.93729155643076,8.20697907221228,5.83620070368526,-2.84520961057079,5.52668982715234,8.1110467707457,3.85017885156228,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,5.26987967384072,-1.61100162090189,nan,nan
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-11.699998482027,-41.8000027457562,-8.7999987932935,5.40000277917656,6.89999841973659,5.86540074943565,3.32107970046953,7.29999998770998,3.30000000058166,5.90000000312092,9.59999999927597,13.1999999979356,14.0000000015501,10.4999999988202,13.8999999991133,13.1999999994661,13.7000000015467,6.90000000042959,-14.1000000006998,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.29999999959539,nan,nan
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.38347107438017,8.08027796880091,8.16100999614888,3.81519265600569,-0.0842510233144225,5.36377882247594,10.165158146716,7.64379528257612,11.4941979562951,6.62606394660581,5.21358203931537,5.25222622770789,3.01131852927168,2.17683300084116,1.15854079029032,5.2802679119231,6.67592079223948,-4.3593722139814,6.60486628428177,5.47119474015174,4.73122907530947,3.7077084764946,6.20349167681688,-4.54806804210732,1.027224986623,6.07689599725983,5.76673543217628,6.47391719763229,12.7080125311953,9.31533050979209,-0.0140064472754204,-11.9629660759428,-7.84043006330508,-1.95872181050282,3.37283525153347,-0.600715511931753,2.21145251322996,1.44515529873077,4.09976553877765,2.46333336590416,6.95318609219737,3.10044514982847,-18.8803992026325,8.1917184618173,9.51639564359461,3.86201218730389,nan,nan
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,2.48233047098947,1.29422099669962,6.21617959257419,6.98016602027624,5.98014040053107,2.37900553867696,6.30487825728025,5.093706274426,7.0452741832873,7.17569474653776,4.0005792969926,3.9104527931282,2.6195976089295,4.10711278665762,1.3357695075495,2.5884380278226,3.59512457668694,0.893490698041518,4.0504187128889,3.03565589087171,3.33996423845188,3.32538571540215,-2.22435122536369,4.59374363846101,5.27845501291684,3.96632897039611,2.55962217359244,5.75781883918933,3.87335950546905,3.57741096455418,-0.382260201054848,0.428289544126571,4.04672816534581,3.98038838722397,3.88592623460093,3.86388891398424,3.91324731942255,4.66321460379962,5.02768409342292,3.9215029305806,2.02510553454593,3.97958568067362,3.09076190489348,4.22428481359962,3.15416753184221,2.75534610557227,3.77332171303566,3.58626695226046,1.89255581922549,2.21998026536549,2.40708018291988,3.91670942454073,2.60219339436559,2.59528411594042,2.19016928695221,2.7593859723839,2.27959179820343,2.87846971467883,2.17154505737176,-0.119590735829973,2.11116814768786,4.24238555336139,3.44199220009025,nan,nan
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,nan,5.53797931684524,2.6486751129527,4.13826758157036,6.12435373762845,3.48017491799556,5.64286141093278,3.00804779775507,4.47231278246025,6.27586716607004,7.12287550213442,5.11496855357541,6.2078611051551,4.89043596035867,3.94213770699059,-0.363735292607998,4.57844497517645,5.07998098345728,-0.21065388919402,5.35670023853172,1.73148519893738,-0.144294165528137,2.01125419396571,2.97308791947715,0.0512753237227059,2.49867831437736,2.30139294844854,1.35716793158871,3.29588017003528,3.88707479133701,4.34564169086904,3.44162727027033,2.09352495522575,0.526809413176039,2.40211872158116,2.66798342903378,2.21576743366589,2.14583475947224,3.49288028381332,3.76192445558254,3.18952267859783,1.31698760895746,1.4843689777327,1.14156501477392,2.56525509257357,2.32036526679731,3.26933610602393,3.77522461621224,1.45330559752681,-3.58626477931313,1.8089826696085,2.92746790789693,0.628246179413949,-0.250726545926739,0.755799076892799,1.30352309798889,2.11721967096108,2.27225012037459,2.48422086689928,1.7549764558533,-6.31825528670208,4.79532910551458,5.27789421203715,-0.954962366849259,nan,nan
